You Asked For the Following:,,,,,
Year           : From:1950 To: 2016,,,,,
State            : All States By State,,,,,
Species          : SHAD, AMERICAN,,,,
2003,Virginia,"SHAD, AMERICAN",23.4,51520,25602
2003,Washington,"SHAD, AMERICAN",133.4,294104,47412
2004,California,"SHAD, AMERICAN",43.4,95623,98235
2004,Connecticut,"SHAD, AMERICAN",30.1,66328,19870
2004,Delaware,"SHAD, AMERICAN",80.4,177202,72402
2004,Maine,"SHAD, AMERICAN",0,8,2
2004,Maryland,"SHAD, AMERICAN",3.8,8367,3941
2004,Massachusetts,"SHAD, AMERICAN",0,26,4
2004,New Jersey,"SHAD, AMERICAN",88.6,195346,118067
2004,New York,"SHAD, AMERICAN",6.8,15060,6333
2004,North Carolina,"SHAD, AMERICAN",122.1,269072,179497
2004,Oregon,"SHAD, AMERICAN",86.1,189818,29949
2004,Rhode Island,"SHAD, AMERICAN",6.7,14678,3617
2004,South Carolina,"SHAD, AMERICAN",152,335042,261444
2004,Virginia,"SHAD, AMERICAN",25.1,55293,25354
2004,Washington,"SHAD, AMERICAN",33.4,73728,27141
2005,California,"SHAD, AMERICAN",33.1,73059,47005
2005,Connecticut,"SHAD, AMERICAN",31.4,69333,37057
2005,Delaware,"SHAD, AMERICAN",67.9,149599,131395
2005,Maryland,"SHAD, AMERICAN",1.4,2983,3841
2005,New Hampshire,"SHAD, AMERICAN",0,25,38
2005,New Jersey,"SHAD, AMERICAN",41.2,90932,64933
2005,New York,"SHAD, AMERICAN",2,4299,2018
2005,North Carolina,"SHAD, AMERICAN",86.8,191312,205306
2005,Oregon,"SHAD, AMERICAN",199.3,439391,48946
2005,Rhode Island,"SHAD, AMERICAN",0.3,670,188
2005,South Carolina,"SHAD, AMERICAN",75.2,165746,210038
2005,Virginia,"SHAD, AMERICAN",1.8,3877,4943
2005,Washington,"SHAD, AMERICAN",21.3,46991,22640
2005,"At-Sea Process, Pac.","SHAD, AMERICAN",13.8,30379,1810
2006,California,"SHAD, AMERICAN",22.8,50361,56727
2006,Connecticut,"SHAD, AMERICAN",17.5,38547,35825
2006,Delaware,"SHAD, AMERICAN",14.2,31233,35496
2006,Maryland,"SHAD, AMERICAN",0.6,1266,1619
2006,New Jersey,"SHAD, AMERICAN",28.5,62920,31350
2006,New York,"SHAD, AMERICAN",4.2,9271,4953
2006,North Carolina,"SHAD, AMERICAN",83.9,184978,201029
2006,Oregon,"SHAD, AMERICAN",26.5,58522,12811
2006,Rhode Island,"SHAD, AMERICAN",1,2292,963
2006,South Carolina,"SHAD, AMERICAN",94.5,208344,215716
2006,Virginia,"SHAD, AMERICAN",1.4,3087,3082
2006,Washington,"SHAD, AMERICAN",38.1,84037,48852
2006,"At-Sea Process, Pac.","SHAD, AMERICAN",3.1,6878,646
2007,California,"SHAD, AMERICAN",40.2,88661,99734
2007,Connecticut,"SHAD, AMERICAN",23.4,51572,38036
2007,Delaware,"SHAD, AMERICAN",27.3,60212,30106
2007,New Jersey,"SHAD, AMERICAN",26.8,58981,77013
2007,New York,"SHAD, AMERICAN",22.7,50043,42411
2007,North Carolina,"SHAD, AMERICAN",136.1,300040,280579
2007,Oregon,"SHAD, AMERICAN",21,46282,7839
2007,Rhode Island,"SHAD, AMERICAN",0.4,783,188
2007,South Carolina,"SHAD, AMERICAN",101.6,223915,203563
2007,Virginia,"SHAD, AMERICAN",2.4,5195,5504
2007,Washington,"SHAD, AMERICAN",42.6,93999,16577
2007,"At-Sea Process, Pac.","SHAD, AMERICAN",2.3,5002,1413
2008,California,"SHAD, AMERICAN",46.2,101774,84326
2008,Delaware,"SHAD, AMERICAN",8.3,18388,9024
2008,Georgia,"SHAD, AMERICAN",14.2,31207,34736
2008,Maryland,"SHAD, AMERICAN",2.4,5340,2111
2008,New Jersey,"SHAD, AMERICAN",3.1,6761,7394
2008,New York,"SHAD, AMERICAN",10.3,22719,20028
2008,North Carolina,"SHAD, AMERICAN",54,118978,168836
2008,Oregon,"SHAD, AMERICAN",15.5,34125,6837
2008,Rhode Island,"SHAD, AMERICAN",0.2,445,272
2008,South Carolina,"SHAD, AMERICAN",128,282099,288922
2008,Virginia,"SHAD, AMERICAN",1.2,2688,1117
2008,"At-Sea Process, Pac.","SHAD, AMERICAN",0.2,396,66
2009,California,"SHAD, AMERICAN",28,61746,71040
2009,Connecticut,"SHAD, AMERICAN",12.6,27808,60103
2009,Delaware,"SHAD, AMERICAN",1.5,3361,1480
2009,Georgia,"SHAD, AMERICAN",14.6,32103,33350
2009,Maryland,"SHAD, AMERICAN",2.4,5218,2056
2009,New Jersey,"SHAD, AMERICAN",1.2,2660,3067
2009,New York,"SHAD, AMERICAN",4.7,10379,4412
2009,North Carolina,"SHAD, AMERICAN",76,167640,204144
2009,Oregon,"SHAD, AMERICAN",1.7,3769,921
2009,Rhode Island,"SHAD, AMERICAN",0.1,176,83
2009,South Carolina,"SHAD, AMERICAN",101.5,223695,223957
2009,Virginia,"SHAD, AMERICAN",0.6,1238,581
2009,"At-Sea Process, Pac.","SHAD, AMERICAN",0.1,198,89
2010,California,"SHAD, AMERICAN",10.6,23377,27421
2010,Connecticut,"SHAD, AMERICAN",11.2,24668,30284
2010,Delaware,"SHAD, AMERICAN",2.2,4801,2161
2010,Maryland,"SHAD, AMERICAN",1.7,3700,1753
2010,New Jersey,"SHAD, AMERICAN",0.6,1273,968
2010,New York,"SHAD, AMERICAN",1.2,2683,1346
2010,North Carolina,"SHAD, AMERICAN",106.4,234527,190605
2010,Oregon,"SHAD, AMERICAN",4.1,9083,3496
2010,Rhode Island,"SHAD, AMERICAN",0.2,492,233
2010,South Carolina,"SHAD, AMERICAN",134.5,296421,266041
2010,Virginia,"SHAD, AMERICAN",2.3,4976,1691
2010,Washington,"SHAD, AMERICAN",9.8,21535,5403
2010,"At-Sea Process, Pac.","SHAD, AMERICAN",0.1,220,128
2011,California,"SHAD, AMERICAN",6.3,13929,11081
2011,Connecticut,"SHAD, AMERICAN",12.1,26754,30595
2011,Delaware,"SHAD, AMERICAN",4.1,8967,3793
2011,Maryland,"SHAD, AMERICAN",0.4,970,386
2011,New Jersey,"SHAD, AMERICAN",0.9,1886,2205
2011,New York,"SHAD, AMERICAN",1.3,2846,1962
2011,North Carolina,"SHAD, AMERICAN",92.6,204090,182899
2011,Oregon,"SHAD, AMERICAN",13.3,29295,9193
2011,Rhode Island,"SHAD, AMERICAN",0,45,13
2011,South Carolina,"SHAD, AMERICAN",171,377070,337464
2011,Virginia,"SHAD, AMERICAN",1,2256,914
2011,Washington,"SHAD, AMERICAN",8,17575,4263
2011,"At-Sea Process, Pac.","SHAD, AMERICAN",22.1,48721,806
2012,California,"SHAD, AMERICAN",14.7,32366,53163
2012,Connecticut,"SHAD, AMERICAN",19.7,43465,49490
2012,Delaware,"SHAD, AMERICAN",1,2186,1586
2012,Georgia,"SHAD, AMERICAN",19.4,42800,45236
2012,Maryland,"SHAD, AMERICAN",2.8,6093,4202
2012,New Jersey,"SHAD, AMERICAN",1.2,2748,2916
2012,New York,"SHAD, AMERICAN",1.5,3210,1988
2012,North Carolina,"SHAD, AMERICAN",107,235863,257756
2012,Oregon,"SHAD, AMERICAN",2.1,4669,2394
2012,Rhode Island,"SHAD, AMERICAN",0.1,260,80
2012,South Carolina,"SHAD, AMERICAN",126.8,279544,304780
2012,Virginia,"SHAD, AMERICAN",0.7,1525,626
2012,Washington,"SHAD, AMERICAN",134,295374,35793
2012,"At-Sea Process, Pac.","SHAD, AMERICAN",1.3,2975,268
2013,California,"SHAD, AMERICAN",7.9,17382,23022
2013,Connecticut,"SHAD, AMERICAN",18.5,40689,44948
2013,Delaware,"SHAD, AMERICAN",1.6,3454,3642
2013,Georgia,"SHAD, AMERICAN",28.3,62472,70626
2013,Maryland,"SHAD, AMERICAN",2.8,6237,5079
2013,New Jersey,"SHAD, AMERICAN",0.1,225,108
2013,New York,"SHAD, AMERICAN",2.5,5457,2346
2013,North Carolina,"SHAD, AMERICAN",117,257873,307485
2013,Oregon,"SHAD, AMERICAN",4.8,10682,2132
2013,South Carolina,"SHAD, AMERICAN",87.7,193335,233500
2013,Virginia,"SHAD, AMERICAN",0.6,1301,621
2013,Washington,"SHAD, AMERICAN",3.8,8429,868
2013,"At-Sea Process, Pac.","SHAD, AMERICAN",6.4,14195,386
2014,California,"SHAD, AMERICAN",6.3,13857,22277
2014,Connecticut,"SHAD, AMERICAN",15.5,34119,54093
2014,Delaware,"SHAD, AMERICAN",38.9,85794,99604
2014,Georgia,"SHAD, AMERICAN",23.8,52523,48234
2014,Maryland,"SHAD, AMERICAN",3.4,7431,10733
2014,New Jersey,"SHAD, AMERICAN",0.1,221,240
2014,New York,"SHAD, AMERICAN",1.4,3119,1959
2014,North Carolina,"SHAD, AMERICAN",87.6,193131,160972
2014,Oregon,"SHAD, AMERICAN",12.6,27796,4477
2014,South Carolina,"SHAD, AMERICAN",114.3,251878,202497
2014,Virginia,"SHAD, AMERICAN",1.1,2343,1141
2014,Washington,"SHAD, AMERICAN",18.5,40811,2089
2014,"At-Sea Process, Pac.","SHAD, AMERICAN",14.2,31261,478
2015,California,"SHAD, AMERICAN",7.9,17367,36653
2015,Connecticut,"SHAD, AMERICAN",15.5,34073,55636
2015,Delaware,"SHAD, AMERICAN",9.9,21765,24832
2015,Georgia,"SHAD, AMERICAN",9.3,20425,23812
2015,Maryland,"SHAD, AMERICAN",0.9,1975,2347
2015,New Jersey,"SHAD, AMERICAN",0,57,55
2015,New York,"SHAD, AMERICAN",0.4,777,364
2015,North Carolina,"SHAD, AMERICAN",44.5,98122,93649
2015,Oregon,"SHAD, AMERICAN",8.5,18741,2414
2015,South Carolina,"SHAD, AMERICAN",106.6,234962,203783
2015,Virginia,"SHAD, AMERICAN",0.6,1270,628
2015,Washington,"SHAD, AMERICAN",34.2,75447,5267
2015,"At-Sea Process, Pac.","SHAD, AMERICAN",0.6,1387,239
2016,California,"SHAD, AMERICAN",11.2,24793,48230
2016,Connecticut,"SHAD, AMERICAN",3.8,8430,16051
2016,Delaware,"SHAD, AMERICAN",6.5,14251,16212
2016,Georgia,"SHAD, AMERICAN",2.4,5322,5806
2016,Maryland,"SHAD, AMERICAN",0.6,1214,1247
2016,New Jersey,"SHAD, AMERICAN",7.4,16313,18884
2016,New York,"SHAD, AMERICAN",1,2266,902
2016,North Carolina,"SHAD, AMERICAN",28.7,63289,89333
2016,Oregon,"SHAD, AMERICAN",5.2,11540,2014
2016,South Carolina,"SHAD, AMERICAN",33.1,72914,98116
2016,Virginia,"SHAD, AMERICAN",0.1,261,104
2016,Washington,"SHAD, AMERICAN",76.9,169466,866
2016,"At-Sea Process, Pac.","SHAD, AMERICAN",1,2294,0
