You Asked For the Following:,,,,,
Year           : From:1950 To: 2016,,,,,
State            : All States By State,,,,,
Species          : OYSTER, EASTERN,,,,
1992,Maine,"OYSTER, EASTERN",19.70,43511.00,183439.00
1992,Maryland,"OYSTER, EASTERN",666.10,1468451.00,4712640.00
1992,Massachusetts,"OYSTER, EASTERN",22.00,48580.00,570302.00
1992,Mississippi,"OYSTER, EASTERN",321.20,708168.00,808328.00
1992,New Jersey,"OYSTER, EASTERN",15.30,33772.00,111363.00
1992,New York,"OYSTER, EASTERN",402.20,886757.00,3126101.00
1992,North Carolina,"OYSTER, EASTERN",133.30,293956.00,1172397.00
1992,Rhode Island,"OYSTER, EASTERN",3.80,8419.00,73660.00
1992,South Carolina,"OYSTER, EASTERN",154.90,341403.00,1199494.00
1992,Texas,"OYSTER, EASTERN",1246.40,2747909.00,5183285.00
1992,Virginia,"OYSTER, EASTERN",329.30,726017.00,2044082.00
1992,Washington,"OYSTER, EASTERN",2.30,5015.00,64155.00
1993,Alabama,"OYSTER, EASTERN",417.10,919618.00,1105992.00
1993,Connecticut,"OYSTER, EASTERN",3740.80,8247036.00,32263450.00
1993,Delaware,"OYSTER, EASTERN",22.50,49500.00,171765.00
1993,Florida East Coast,"OYSTER, EASTERN",40.40,89037.00,184709.00
1993,Florida West Coast,"OYSTER, EASTERN",1225.10,2700963.00,3487540.00
1993,Georgia,"OYSTER, EASTERN",16.20,35704.00,76697.00
1993,Louisiana,"OYSTER, EASTERN",4678.80,10314823.00,17143973.00
1993,Maine,"OYSTER, EASTERN",29.10,64224.00,240800.00
1993,Maryland,"OYSTER, EASTERN",74.60,164435.00,537019.00
1993,Massachusetts,"OYSTER, EASTERN",19.10,42185.00,278306.00
1993,Mississippi,"OYSTER, EASTERN",570.50,1257771.00,1315562.00
1993,New Jersey,"OYSTER, EASTERN",0.30,585.00,2800.00
1993,New York,"OYSTER, EASTERN",255.50,563167.00,2212644.00
1993,North Carolina,"OYSTER, EASTERN",101.20,223127.00,841158.00
1993,Rhode Island,"OYSTER, EASTERN",2.40,5201.00,30477.00
1993,South Carolina,"OYSTER, EASTERN",162.30,357767.00,1251904.00
1993,Texas,"OYSTER, EASTERN",1344.60,2964374.00,4623996.00
1993,Virginia,"OYSTER, EASTERN",184.60,406958.00,1114641.00
1994,Alabama,"OYSTER, EASTERN",323.00,711992.00,1077783.00
1994,Connecticut,"OYSTER, EASTERN",2281.80,5030387.00,32345924.00
1994,Delaware,"OYSTER, EASTERN",21.80,48000.00,144000.00
1994,Florida East Coast,"OYSTER, EASTERN",45.50,100268.00,261568.00
1994,Florida West Coast,"OYSTER, EASTERN",912.30,2011191.00,2535214.00
1994,Georgia,"OYSTER, EASTERN",6.20,13624.00,29765.00
1994,Louisiana,"OYSTER, EASTERN",5138.20,11327730.00,20160789.00
1994,Maine,"OYSTER, EASTERN",20.50,45136.00,169262.00
1994,Maryland,"OYSTER, EASTERN",371.00,817829.00,2647295.00
1994,Mississippi,"OYSTER, EASTERN",763.20,1682579.00,2321164.00
1994,New York,"OYSTER, EASTERN",57.40,126648.00,755893.00
1994,North Carolina,"OYSTER, EASTERN",83.30,183686.00,632617.00
1994,Rhode Island,"OYSTER, EASTERN",1.00,2166.00,13519.00
1994,South Carolina,"OYSTER, EASTERN",137.60,303287.00,1060518.00
1994,Texas,"OYSTER, EASTERN",2077.60,4580186.00,7798467.00
1994,Virginia,"OYSTER, EASTERN",136.30,300581.00,812457.00
1994,Washington,"OYSTER, EASTERN",2.80,6177.00,78326.00
1995,Alabama,"OYSTER, EASTERN",322.10,709992.00,1117548.00
1995,Connecticut,"OYSTER, EASTERN",1506.20,3320556.00,23718255.00
1995,Delaware,"OYSTER, EASTERN",8.40,18500.00,70000.00
1995,Florida East Coast,"OYSTER, EASTERN",29.10,64263.00,147552.00
1995,Florida West Coast,"OYSTER, EASTERN",661.50,1458393.00,1748350.00
1995,Georgia,"OYSTER, EASTERN",2.90,6340.00,15571.00
1995,Louisiana,"OYSTER, EASTERN",6259.70,13800076.00,25837277.00
1995,Maine,"OYSTER, EASTERN",17.70,39037.00,146808.00
1995,Maryland,"OYSTER, EASTERN",543.30,1197759.00,3175068.00
1995,Mississippi,"OYSTER, EASTERN",602.00,1327100.00,1658189.00
1995,New Jersey,"OYSTER, EASTERN",70.90,156291.00,504054.00
1995,New York,"OYSTER, EASTERN",159.90,352508.00,1682829.00
1995,North Carolina,"OYSTER, EASTERN",100.10,220663.00,815083.00
1995,Rhode Island,"OYSTER, EASTERN",3.50,7650.00,29394.00
1995,South Carolina,"OYSTER, EASTERN",127.40,280759.00,1019791.00
1995,Texas,"OYSTER, EASTERN",2118.60,4670598.00,8787967.00
1995,Virginia,"OYSTER, EASTERN",180.60,398220.00,1089629.00
1995,Washington,"OYSTER, EASTERN",10.70,23673.00,301161.00
1996,Alabama,"OYSTER, EASTERN",281.60,620910.00,1193043.00
1996,Connecticut,"OYSTER, EASTERN",1836.50,4048729.00,28919666.00
1996,Florida East Coast,"OYSTER, EASTERN",17.20,37845.00,87306.00
1996,Florida West Coast,"OYSTER, EASTERN",639.90,1410669.00,1899261.00
1996,Georgia,"OYSTER, EASTERN",1.90,4269.00,9227.00
1996,Louisiana,"OYSTER, EASTERN",5867.20,12934925.00,26675678.00
1996,Maine,"OYSTER, EASTERN",12.60,27679.00,104119.00
1996,Maryland,"OYSTER, EASTERN",403.20,888863.00,2852786.00
1996,Mississippi,"OYSTER, EASTERN",1186.40,2615515.00,4463877.00
1996,New Jersey,"OYSTER, EASTERN",156.10,344213.00,1306353.00
1996,New York,"OYSTER, EASTERN",323.80,713911.00,3426660.00
1996,North Carolina,"OYSTER, EASTERN",95.70,210919.00,793133.00
1996,Rhode Island,"OYSTER, EASTERN",32.40,71349.00,218881.00
1996,South Carolina,"OYSTER, EASTERN",117.10,258207.00,1034681.00
1996,Texas,"OYSTER, EASTERN",2588.00,5705412.00,12589663.00
1996,Virginia,"OYSTER, EASTERN",72.40,159606.00,462041.00
1996,Washington,"OYSTER, EASTERN",4.10,9145.00,75071.00
1997,Alabama,"OYSTER, EASTERN",315.40,695320.00,1397908.00
1997,Connecticut,"OYSTER, EASTERN",685.60,1511456.00,5103618.00
1997,Florida East Coast,"OYSTER, EASTERN",17.00,37560.00,93191.00
1997,Florida West Coast,"OYSTER, EASTERN",847.20,1867839.00,2718855.00
1997,Georgia,"OYSTER, EASTERN",3.40,7480.00,18428.00
1997,Louisiana,"OYSTER, EASTERN",5997.30,13221705.00,29770615.00
1997,Maine,"OYSTER, EASTERN",9.40,20690.00,76771.00
1997,Maryland,"OYSTER, EASTERN",648.40,1429409.00,4507620.00
1997,Mississippi,"OYSTER, EASTERN",1587.60,3499964.00,5309334.00
1997,New Jersey,"OYSTER, EASTERN",268.90,592870.00,2262315.00
1997,New York,"OYSTER, EASTERN",239.90,528917.00,2441822.00
1997,North Carolina,"OYSTER, EASTERN",99.30,218949.00,888945.00
1997,Rhode Island,"OYSTER, EASTERN",116.30,256325.00,748524.00
1997,South Carolina,"OYSTER, EASTERN",90.50,199451.00,770829.00
1997,Texas,"OYSTER, EASTERN",2126.00,4687029.00,11450867.00
1997,Virginia,"OYSTER, EASTERN",137.60,303359.00,959368.00
1997,Washington,"OYSTER, EASTERN",4.20,9223.00,18446.00
1998,Alabama,"OYSTER, EASTERN",154.30,340186.00,783499.00
1998,Connecticut,"OYSTER, EASTERN",627.20,1382627.00,8978088.00
1998,Florida East Coast,"OYSTER, EASTERN",18.50,40827.00,97501.00
1998,Florida West Coast,"OYSTER, EASTERN",697.40,1537396.00,2439846.00
1998,Georgia,"OYSTER, EASTERN",3.20,6956.00,17211.00
1998,Louisiana,"OYSTER, EASTERN",5831.50,12856173.00,30994392.00
1998,Maine,"OYSTER, EASTERN",8.50,18656.00,70111.00
1998,Maryland,"OYSTER, EASTERN",1116.30,2460954.00,7635153.00
1998,Massachusetts,"OYSTER, EASTERN",0.00,3.00,2.00
1998,Mississippi,"OYSTER, EASTERN",1083.50,2388611.00,3812793.00
1998,New Jersey,"OYSTER, EASTERN",318.80,702849.00,2686411.00
1998,New York,"OYSTER, EASTERN",107.30,236552.00,1355848.00
1998,North Carolina,"OYSTER, EASTERN",101.70,224201.00,925588.00
1998,Rhode Island,"OYSTER, EASTERN",88.70,195505.00,685886.00
1998,South Carolina,"OYSTER, EASTERN",92.30,203542.00,730010.00
1998,Texas,"OYSTER, EASTERN",1559.40,3437926.00,8282479.00
1998,Virginia,"OYSTER, EASTERN",101.10,222775.00,657650.00
1999,Alabama,"OYSTER, EASTERN",170.80,376539.00,918542.00
1999,Connecticut,"OYSTER, EASTERN",593.80,1309000.00,11050000.00
1999,Florida East Coast,"OYSTER, EASTERN",18.30,40284.00,104377.00
1999,Florida West Coast,"OYSTER, EASTERN",1046.40,2306985.00,3595357.00
1999,Georgia,"OYSTER, EASTERN",3.00,6608.00,17326.00
1999,Louisiana,"OYSTER, EASTERN",5501.30,12128187.00,25776785.00
1999,Maine,"OYSTER, EASTERN",11.20,24709.00,92656.00
1999,Maryland,"OYSTER, EASTERN",1106.80,2439995.00,7111469.00
1999,Mississippi,"OYSTER, EASTERN",1267.00,2793201.00,4457261.00
1999,New Jersey,"OYSTER, EASTERN",186.60,411377.00,1571711.00
1999,New York,"OYSTER, EASTERN",30.90,68050.00,391787.00
1999,North Carolina,"OYSTER, EASTERN",98.40,216850.00,922942.00
1999,Rhode Island,"OYSTER, EASTERN",41.90,92369.00,545735.00
1999,South Carolina,"OYSTER, EASTERN",115.10,253660.00,985652.00
1999,Texas,"OYSTER, EASTERN",2908.10,6411229.00,13820394.00
1999,Virginia,"OYSTER, EASTERN",157.10,346234.00,966964.00
2000,Alabama,"OYSTER, EASTERN",359.20,791908.00,1755475.00
2000,Connecticut,"OYSTER, EASTERN",283.00,623816.00,4839468.00
2000,Florida East Coast,"OYSTER, EASTERN",23.50,51875.00,138425.00
2000,Florida West Coast,"OYSTER, EASTERN",1143.10,2520120.00,3873266.00
2000,Georgia,"OYSTER, EASTERN",1.70,3800.00,9733.00
2000,Louisiana,"OYSTER, EASTERN",5769.00,12718438.00,27526429.00
2000,Maine,"OYSTER, EASTERN",11.90,26306.00,97594.00
2000,Maryland,"OYSTER, EASTERN",1074.20,2368236.00,7192089.00
2000,Mississippi,"OYSTER, EASTERN",1609.50,3548240.00,6113303.00
2000,New Jersey,"OYSTER, EASTERN",91.80,202443.00,966531.00
2000,New York,"OYSTER, EASTERN",67.80,149520.00,1310996.00
2000,North Carolina,"OYSTER, EASTERN",92.30,203421.00,804243.00
2000,Rhode Island,"OYSTER, EASTERN",43.10,95009.00,607515.00
2000,South Carolina,"OYSTER, EASTERN",124.10,273676.00,1092152.00
2000,Texas,"OYSTER, EASTERN",2806.80,6187818.00,13846592.00
2000,Virginia,"OYSTER, EASTERN",74.00,163066.00,478967.00
2001,Alabama,"OYSTER, EASTERN",260.80,574902.00,1235314.00
2001,Connecticut,"OYSTER, EASTERN",196.80,433818.00,3244510.00
2001,Delaware,"OYSTER, EASTERN",35.40,77940.00,171936.00
2001,Florida East Coast,"OYSTER, EASTERN",16.90,37168.00,98293.00
2001,Florida West Coast,"OYSTER, EASTERN",1160.90,2559242.00,3855015.00
2001,Georgia,"OYSTER, EASTERN",3.50,7760.00,20096.00
2001,Louisiana,"OYSTER, EASTERN",6864.10,15132631.00,31853030.00
2001,Maine,"OYSTER, EASTERN",7.30,16086.00,513265.00
2001,Maryland,"OYSTER, EASTERN",578.00,1274210.00,3789301.00
2001,Mississippi,"OYSTER, EASTERN",1203.50,2653270.00,4195464.00
2001,New Jersey,"OYSTER, EASTERN",187.00,412264.00,1918117.00
2001,New York,"OYSTER, EASTERN",110.50,243575.00,2137208.00
2001,North Carolina,"OYSTER, EASTERN",117.10,258072.00,1068333.00
2001,Rhode Island,"OYSTER, EASTERN",19.60,43310.00,441357.00
2001,South Carolina,"OYSTER, EASTERN",123.30,271842.00,1073819.00
2001,Texas,"OYSTER, EASTERN",2132.10,4700475.00,11145755.00
2001,Virginia,"OYSTER, EASTERN",94.60,208620.00,570656.00
2002,Alabama,"OYSTER, EASTERN",344.40,759194.00,1602331.00
2002,Connecticut,"OYSTER, EASTERN",111.90,246669.00,2012161.00
2002,Delaware,"OYSTER, EASTERN",60.10,132566.00,477520.00
2002,Florida East Coast,"OYSTER, EASTERN",16.90,37228.00,101211.00
2002,Florida West Coast,"OYSTER, EASTERN",881.60,1943608.00,3125463.00
2002,Georgia,"OYSTER, EASTERN",3.60,7996.00,19997.00
2002,Louisiana,"OYSTER, EASTERN",6332.90,13961579.00,30296038.00
2002,Maine,"OYSTER, EASTERN",8.20,17976.00,560128.00
2002,Maryland,"OYSTER, EASTERN",257.20,566990.00,2172418.00
2002,Mississippi,"OYSTER, EASTERN",1241.90,2737839.00,4455647.00
2002,New Jersey,"OYSTER, EASTERN",172.00,379284.00,1852523.00
2002,New York,"OYSTER, EASTERN",243.60,536958.00,4994990.00
2002,North Carolina,"OYSTER, EASTERN",110.60,243756.00,991103.00
2002,Rhode Island,"OYSTER, EASTERN",18.80,41551.00,557233.00
2002,South Carolina,"OYSTER, EASTERN",119.00,262383.00,1025346.00
2002,Texas,"OYSTER, EASTERN",2135.50,4707968.00,11276101.00
2002,Virginia,"OYSTER, EASTERN",44.10,97192.00,316283.00
2002,Washington,"OYSTER, EASTERN",0.00,20.00,9.00
2003,Alabama,"OYSTER, EASTERN",369.90,815530.00,1622785.00
2003,Connecticut,"OYSTER, EASTERN",126.70,279414.00,2273760.00
2003,Delaware,"OYSTER, EASTERN",34.50,76155.00,304612.00
2003,Florida East Coast,"OYSTER, EASTERN",18.10,39888.00,106289.00
2003,Florida West Coast,"OYSTER, EASTERN",795.10,1752848.00,2932213.00
2003,Georgia,"OYSTER, EASTERN",5.00,10976.00,31018.00
2003,Louisiana,"OYSTER, EASTERN",6172.80,13608565.00,33357702.00
2003,Maine,"OYSTER, EASTERN",9.30,20556.00,600523.00
2003,Maryland,"OYSTER, EASTERN",72.10,158873.00,706256.00
2003,Mississippi,"OYSTER, EASTERN",1833.50,4042136.00,7227588.00
2003,New Jersey,"OYSTER, EASTERN",323.80,713928.00,3366374.00
2003,New York,"OYSTER, EASTERN",211.40,466117.00,4262701.00
2003,North Carolina,"OYSTER, EASTERN",118.30,260700.00,1016628.00
2003,Rhode Island,"OYSTER, EASTERN",22.20,48957.00,645834.00
2003,South Carolina,"OYSTER, EASTERN",128.40,283150.00,1199261.00
2003,Texas,"OYSTER, EASTERN",3090.60,6813469.00,16493273.00
2003,Virginia,"OYSTER, EASTERN",35.20,77639.00,263002.00
2004,Alabama,"OYSTER, EASTERN",411.90,908181.00,2120392.00
2004,Connecticut,"OYSTER, EASTERN",84.20,185689.00,1356310.00
2004,Delaware,"OYSTER, EASTERN",35.80,78877.00,360576.00
2004,Florida East Coast,"OYSTER, EASTERN",18.60,41058.00,116733.00
2004,Florida West Coast,"OYSTER, EASTERN",745.50,1643552.00,2883730.00
2004,Georgia,"OYSTER, EASTERN",2.30,5108.00,14859.00
2004,Louisiana,"OYSTER, EASTERN",6305.80,13901869.00,34813686.00
2004,Maine,"OYSTER, EASTERN",14.60,32103.00,992936.00
2004,Maryland,"OYSTER, EASTERN",19.40,42791.00,181003.00
2004,Massachusetts,"OYSTER, EASTERN",4.00,8761.00,23988.00
2004,Mississippi,"OYSTER, EASTERN",1374.10,3029391.00,6073242.00
2004,New Jersey,"OYSTER, EASTERN",146.50,323049.00,1558136.00
2004,New York,"OYSTER, EASTERN",167.90,370109.00,3367246.00
2004,North Carolina,"OYSTER, EASTERN",166.90,367953.00,1551897.00
2004,Rhode Island,"OYSTER, EASTERN",21.50,47361.00,641839.00
2004,South Carolina,"OYSTER, EASTERN",124.90,275348.00,1228584.00
2004,Texas,"OYSTER, EASTERN",2526.00,5568870.00,14954140.00
2004,Virginia,"OYSTER, EASTERN",20.20,44442.00,196125.00
2004,Washington,"OYSTER, EASTERN",1.60,3604.00,15978.00
2005,Alabama,"OYSTER, EASTERN",472.30,1041332.00,3020156.00
2005,Delaware,"OYSTER, EASTERN",38.20,84182.00,484682.00
2005,Florida East Coast,"OYSTER, EASTERN",17.70,39006.00,130856.00
2005,Florida West Coast,"OYSTER, EASTERN",642.50,1416522.00,2854354.00
2005,Georgia,"OYSTER, EASTERN",2.40,5268.00,20473.00
2005,Louisiana,"OYSTER, EASTERN",5487.90,12098654.00,33305129.00
2005,Maine,"OYSTER, EASTERN",15.80,34856.00,1050501.00
2005,Maryland,"OYSTER, EASTERN",334.70,737853.00,3434963.00
2005,Massachusetts,"OYSTER, EASTERN",47.60,104975.00,2738433.00
2005,Mississippi,"OYSTER, EASTERN",276.90,610384.00,1447132.00
2005,New Jersey,"OYSTER, EASTERN",73.30,161526.00,822609.00
2005,New York,"OYSTER, EASTERN",99.20,218590.00,1960568.00
2005,North Carolina,"OYSTER, EASTERN",171.50,377995.00,1682650.00
2005,Rhode Island,"OYSTER, EASTERN",25.30,55792.00,780929.00
2005,South Carolina,"OYSTER, EASTERN",139.60,307801.00,1470990.00
2005,Texas,"OYSTER, EASTERN",2271.40,5007472.00,15882977.00
2005,Washington,"OYSTER, EASTERN",11.70,25837.00,125138.00
2006,Alabama,"OYSTER, EASTERN",426.20,939662.00,3639233.00
2006,Connecticut,"OYSTER, EASTERN",35.00,77103.00,2205740.00
2006,Delaware,"OYSTER, EASTERN",34.10,75222.00,458535.00
2006,Florida East Coast,"OYSTER, EASTERN",25.00,55088.00,194573.00
2006,Florida West Coast,"OYSTER, EASTERN",1086.00,2394096.00,5415388.00
2006,Georgia,"OYSTER, EASTERN",6.40,14208.00,54212.00
2006,Louisiana,"OYSTER, EASTERN",5178.90,11417297.00,35998590.00
2006,Maine,"OYSTER, EASTERN",18.60,41091.00,1431428.00
2006,Maryland,"OYSTER, EASTERN",124.20,273894.00,1237726.00
2006,Massachusetts,"OYSTER, EASTERN",39.30,86688.00,4863579.00
2006,New Jersey,"OYSTER, EASTERN",155.70,343191.00,2254622.00
2006,New York,"OYSTER, EASTERN",122.20,269305.00,2389799.00
2006,North Carolina,"OYSTER, EASTERN",203.20,447885.00,2234598.00
2006,Rhode Island,"OYSTER, EASTERN",38.00,83860.00,1396381.00
2006,South Carolina,"OYSTER, EASTERN",132.00,290989.00,1369190.00
2006,Texas,"OYSTER, EASTERN",2233.00,4922882.00,17262696.00
2006,Virginia,"OYSTER, EASTERN",0.10,166.00,2760.00
2006,Washington,"OYSTER, EASTERN",15.00,33111.00,159562.00
2007,Alabama,"OYSTER, EASTERN",348.70,768823.00,2697805.00
2007,Connecticut,"OYSTER, EASTERN",87.60,193019.00,5142099.00
2007,Delaware,"OYSTER, EASTERN",36.30,79933.00,490465.00
2007,Florida East Coast,"OYSTER, EASTERN",15.10,33217.00,122105.00
2007,Florida West Coast,"OYSTER, EASTERN",1342.20,2959059.00,6631298.00
2007,Georgia,"OYSTER, EASTERN",7.20,15808.00,64513.00
2007,Louisiana,"OYSTER, EASTERN",5832.20,12857667.00,40148461.00
2007,Maine,"OYSTER, EASTERN",19.60,43158.00,1571343.00
2007,Maryland,"OYSTER, EASTERN",143.80,317078.00,3146107.00
2007,Massachusetts,"OYSTER, EASTERN",55.90,123225.00,4558895.00
2007,Mississippi,"OYSTER, EASTERN",135.70,299088.00,818544.00
2007,New York,"OYSTER, EASTERN",56.20,123885.00,2627163.00
2007,North Carolina,"OYSTER, EASTERN",200.20,441397.00,2244718.00
2007,Rhode Island,"OYSTER, EASTERN",39.90,87996.00,1608299.00
2007,South Carolina,"OYSTER, EASTERN",129.40,285215.00,1374987.00
2007,Texas,"OYSTER, EASTERN",2555.30,5633412.00,19246125.00
2007,Virginia,"OYSTER, EASTERN",846.90,1867097.00,2774831.00
2007,Washington,"OYSTER, EASTERN",12.60,27868.00,272193.00
2008,Alabama,"OYSTER, EASTERN",32.40,71436.00,243401.00
2008,Delaware,"OYSTER, EASTERN",30.50,67312.00,410098.00
2008,Florida East Coast,"OYSTER, EASTERN",24.20,53422.00,194057.00
2008,Florida West Coast,"OYSTER, EASTERN",1145.60,2525588.00,5518828.00
2008,Georgia,"OYSTER, EASTERN",6.00,13168.00,55621.00
2008,Louisiana,"OYSTER, EASTERN",5824.10,12839806.00,39009226.00
2008,Maine,"OYSTER, EASTERN",19.10,42031.00,1640461.00
2008,Maryland,"OYSTER, EASTERN",113.10,249447.00,2277039.00
2008,Massachusetts,"OYSTER, EASTERN",62.70,138190.00,5495650.00
2008,Mississippi,"OYSTER, EASTERN",1182.30,2606485.00,6857568.00
2008,New Jersey,"OYSTER, EASTERN",249.50,550086.00,2547127.00
2008,New York,"OYSTER, EASTERN",61.40,135338.00,2870069.00
2008,North Carolina,"OYSTER, EASTERN",211.50,466177.00,2039166.00
2008,Rhode Island,"OYSTER, EASTERN",20.00,44082.00,1800658.00
2008,South Carolina,"OYSTER, EASTERN",147.20,324491.00,1739216.00
2008,Texas,"OYSTER, EASTERN",1215.30,2679207.00,8835023.00
2008,Virginia,"OYSTER, EASTERN",351.80,775683.00,3100661.00
2008,Washington,"OYSTER, EASTERN",47.30,104373.00,1364626.00
2009,Alabama,"OYSTER, EASTERN",10.40,22976.00,76588.00
2009,California,"OYSTER, EASTERN",1.50,3301.00,18149.00
2009,Delaware,"OYSTER, EASTERN",30.50,67172.00,333881.00
2009,Florida East Coast,"OYSTER, EASTERN",18.40,40566.00,144203.00
2009,Florida West Coast,"OYSTER, EASTERN",1305.00,2876952.00,6968111.00
2009,Georgia,"OYSTER, EASTERN",7.00,15496.00,65774.00
2009,Louisiana,"OYSTER, EASTERN",6806.70,15006074.00,50950246.00
2009,Maine,"OYSTER, EASTERN",20.10,44221.00,1709587.00
2009,Maryland,"OYSTER, EASTERN",225.90,497980.00,3849000.00
2009,Massachusetts,"OYSTER, EASTERN",72.30,159361.00,6432368.00
2009,Mississippi,"OYSTER, EASTERN",993.10,2189440.00,6093697.00
2009,New York,"OYSTER, EASTERN",29.10,64246.00,1428015.00
2009,North Carolina,"OYSTER, EASTERN",260.20,573617.00,2655385.00
2009,Rhode Island,"OYSTER, EASTERN",21.20,46762.00,1782324.00
2009,South Carolina,"OYSTER, EASTERN",140.00,308663.00,1738016.00
2009,Texas,"OYSTER, EASTERN",1239.70,2733150.00,9375720.00
2009,Virginia,"OYSTER, EASTERN",366.80,808683.00,3745295.00
2009,Washington,"OYSTER, EASTERN",25.00,55225.00,722118.00
2010,Alabama,"OYSTER, EASTERN",30.80,67915.00,390195.00
2010,California,"OYSTER, EASTERN",0.30,623.00,3424.00
2010,Delaware,"OYSTER, EASTERN",32.30,71288.00,403929.00
2010,Florida East Coast,"OYSTER, EASTERN",21.30,47065.00,177920.00
2010,Florida West Coast,"OYSTER, EASTERN",982.00,2164858.00,6297571.00
2010,Georgia,"OYSTER, EASTERN",8.80,19464.00,93830.00
2010,Louisiana,"OYSTER, EASTERN",3117.90,6873803.00,24985632.00
2010,Maine,"OYSTER, EASTERN",28.00,61632.00,2066190.00
2010,Maryland,"OYSTER, EASTERN",195.90,431856.00,4384918.00
2010,Massachusetts,"OYSTER, EASTERN",97.40,214715.00,8224629.00
2010,Mississippi,"OYSTER, EASTERN",658.90,1452712.00,4267658.00
2010,New York,"OYSTER, EASTERN",36.50,80533.00,2046478.00
2010,North Carolina,"OYSTER, EASTERN",471.90,1040408.00,5045425.00
2010,Rhode Island,"OYSTER, EASTERN",28.20,62164.00,2317510.00
2010,South Carolina,"OYSTER, EASTERN",150.50,331743.00,1858140.00
2010,Texas,"OYSTER, EASTERN",2388.30,5265189.00,19143684.00
2010,Virginia,"OYSTER, EASTERN",538.20,1186509.00,5202282.00
2010,Washington,"OYSTER, EASTERN",7.10,15667.00,204363.00
2011,Alabama,"OYSTER, EASTERN",134.30,295980.00,1321572.00
2011,California,"OYSTER, EASTERN",0.90,2077.00,47645.00
2011,Delaware,"OYSTER, EASTERN",28.30,62349.00,346900.00
2011,Florida East Coast,"OYSTER, EASTERN",31.50,69543.00,257639.00
2011,Florida West Coast,"OYSTER, EASTERN",1406.10,3099899.00,8582353.00
2011,Georgia,"OYSTER, EASTERN",11.70,25732.00,130586.00
2011,Louisiana,"OYSTER, EASTERN",5060.10,11155579.00,41652312.00
2011,Maine,"OYSTER, EASTERN",15.70,34700.00,1237730.00
2011,Maryland,"OYSTER, EASTERN",161.50,356001.00,3690887.00
2011,Massachusetts,"OYSTER, EASTERN",104.80,230981.00,9066317.00
2011,Mississippi,"OYSTER, EASTERN",112.20,247384.00,927690.00
2011,New York,"OYSTER, EASTERN",44.40,97781.00,2173601.00
2011,North Carolina,"OYSTER, EASTERN",363.10,800496.00,4486633.00
2011,Rhode Island,"OYSTER, EASTERN",29.80,65749.00,2453712.00
2011,South Carolina,"OYSTER, EASTERN",153.10,337480.00,1975083.00
2011,Texas,"OYSTER, EASTERN",1788.70,3943434.00,12789121.00
2011,Virginia,"OYSTER, EASTERN",690.20,1521637.00,6832055.00
2011,Washington,"OYSTER, EASTERN",4.70,10387.00,135000.00
2012,Alabama,"OYSTER, EASTERN",120.30,265286.00,1252994.00
2012,California,"OYSTER, EASTERN",1.90,4096.00,93958.00
2012,Delaware,"OYSTER, EASTERN",27.20,59948.00,345439.00
2012,Florida East Coast,"OYSTER, EASTERN",32.10,70867.00,264931.00
2012,Florida West Coast,"OYSTER, EASTERN",1504.20,3316226.00,9705537.00
2012,Georgia,"OYSTER, EASTERN",11.30,24954.00,142870.00
2012,Louisiana,"OYSTER, EASTERN",5156.40,11367827.00,42186128.00
2012,Maine,"OYSTER, EASTERN",18.30,40379.00,1605887.00
2012,Maryland,"OYSTER, EASTERN",280.30,618008.00,5709679.00
2012,Massachusetts,"OYSTER, EASTERN",140.50,309836.00,12070626.00
2012,Mississippi,"OYSTER, EASTERN",193.00,425496.00,1595610.00
2012,New York,"OYSTER, EASTERN",49.10,108187.00,2226994.00
2012,North Carolina,"OYSTER, EASTERN",199.60,440067.00,2572059.00
2012,Rhode Island,"OYSTER, EASTERN",55.30,121879.00,2883259.00
2012,South Carolina,"OYSTER, EASTERN",2512.20,5538439.00,2152930.00
2012,Texas,"OYSTER, EASTERN",2638.70,5817194.00,21302113.00
2012,Virginia,"OYSTER, EASTERN",890.30,1962746.00,11949279.00
2012,Washington,"OYSTER, EASTERN",12.90,28408.00,13919.00
2013,Alabama,"OYSTER, EASTERN",60.40,133086.00,786032.00
2013,California,"OYSTER, EASTERN",3.10,6783.00,155610.00
2013,Delaware,"OYSTER, EASTERN",32.30,71141.00,406520.00
2013,Florida East Coast,"OYSTER, EASTERN",20.80,45852.00,193749.00
2013,Florida West Coast,"OYSTER, EASTERN",588.70,1297850.00,5782942.00
2013,Georgia,"OYSTER, EASTERN",11.80,26108.00,126533.00
2013,Louisiana,"OYSTER, EASTERN",5154.80,11364297.00,44872213.00
2013,Maine,"OYSTER, EASTERN",25.00,55006.00,2327409.00
2013,Maryland,"OYSTER, EASTERN",357.40,787889.00,7356746.00
2013,Massachusetts,"OYSTER, EASTERN",149.10,328656.00,13896080.00
2013,Mississippi,"OYSTER, EASTERN",152.50,336192.00,1543719.00
2013,New York,"OYSTER, EASTERN",92.60,204132.00,4148769.00
2013,North Carolina,"OYSTER, EASTERN",266.10,586623.00,3353150.00
2013,Rhode Island,"OYSTER, EASTERN",78.40,172805.00,4265086.00
2013,South Carolina,"OYSTER, EASTERN",2633.30,5805388.00,2402903.00
2013,Texas,"OYSTER, EASTERN",2778.60,6125666.00,23465361.00
2013,Virginia,"OYSTER, EASTERN",1473.20,3247815.00,25317678.00
2013,Washington,"OYSTER, EASTERN",169.80,374435.00,3313936.00
2014,Alabama,"OYSTER, EASTERN",26.30,58066.00,441338.00
